season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share,kda,player_efficiency,economic_impact,performance_tier
3,Main,Cloud9,Meteos,3,1,2,33.3,2.67,3.0,4.67,2.44,181.33,5.43,10.2,306,0.0,,0.7098646034816247,,,2.4466666666666668,2.4466666666666668,10.2,Alto
3,Main,Cloud9,Sneaky,3,1,2,33.3,2.67,3.0,6.0,2.89,229.0,6.86,11.1,334,0.0,,0.7429305912596401,,,2.89,2.89,11.1,Alto
3,Main,Fnatic,Cyanide,15,10,5,66.7,3.2,2.53,11.07,5.63,90.0,2.81,8.6,269,0.0,,0.8494047619047619,,,5.640316205533597,56.40316205533597,8.6,Élite
3,Main,Fnatic,Puszu,15,10,5,66.7,6.4,1.8,9.67,8.93,225.0,7.03,12.2,380,0.0,,0.8992725237828763,,,8.927777777777777,89.27777777777777,12.2,Élite
3,Main,Fnatic,sOAZ,15,10,5,66.7,3.47,1.93,9.53,6.72,200.53,6.26,10.3,322,0.0,,0.87073007367716,,,6.7357512953367875,67.35751295336787,10.3,Élite
3,Main,Fnatic,xPeke,15,10,5,66.7,6.87,2.4,8.07,6.22,252.87,7.9,12.7,396,0.0,,0.8615916955017302,,,6.2250000000000005,62.25000000000001,12.7,Élite
3,Main,Fnatic,YellOwStaR,15,10,5,66.7,2.0,1.93,10.87,6.66,48.47,1.51,7.7,239,0.0,,0.8695945945945946,,,6.668393782383419,66.6839378238342,7.7,Élite
3,Main,Gamania_Bears,Maple,2,0,2,0.0,1.5,4.5,2.5,0.89,158.0,5.25,7.5,247,0.0,,0.47058823529411764,,,0.8888888888888888,0.0,7.5,
3,Main,Gamania_Bears,NL,2,0,2,0.0,1.5,5.5,3.0,0.82,197.0,6.54,8.4,279,0.0,,0.45,,,0.8181818181818182,0.0,8.4,
3,Main,Gamania_Bears,Steak,2,0,2,0.0,0.5,5.0,1.5,0.4,188.0,6.24,7.6,252,0.0,,0.2857142857142857,,,0.4,0.0,7.6,
3,Main,Gamania_Bears,SwordArt,2,0,2,0.0,1.0,4.5,2.5,0.78,21.5,0.71,5.4,179,0.0,,0.4375,,,0.7777777777777778,0.0,5.4,
3,Main,Gamania_Bears,Winds,2,0,2,0.0,2.0,4.5,3.0,1.11,97.5,3.24,6.5,214,0.0,,0.5263157894736842,,,1.1111111111111112,0.0,6.5,
3,Main,Gambit_Gaming,Alex Ich,12,7,5,58.3,5.08,2.67,4.58,3.63,296.42,8.82,13.1,389,0.0,,0.7834549878345499,,,3.6179775280898876,25.325842696629213,13.1,Élite
3,Main,Gambit_Gaming,Darien,12,7,5,58.3,1.83,2.17,6.17,3.69,226.25,6.74,10.6,317,0.0,,0.7866273352999017,,,3.686635944700461,25.806451612903224,10.6,Élite
3,Main,Gambit_Gaming,Diamondprox,12,7,5,58.3,2.0,2.83,7.25,3.26,131.0,3.9,8.9,266,0.0,,0.765728476821192,,,3.2685512367491167,22.879858657243815,8.9,Élite
3,Main,Gambit_Gaming,Genja,12,7,5,58.3,3.67,2.0,5.42,4.54,239.75,7.14,11.4,339,0.0,,0.8196573489630298,,,4.545,31.814999999999998,11.4,Élite
3,Main,Gambit_Gaming,Voidle,12,7,5,58.3,0.67,3.33,7.75,2.53,28.83,0.86,7.2,213,0.0,,0.7165957446808511,,,2.5285285285285286,17.6996996996997,7.2,Élite
3,Main,GamingGear_2e-eu,Alunir,8,1,7,12.5,1.25,3.88,3.63,1.26,103.0,3.47,6.7,225,0.0,,0.5570776255707762,,,1.2577319587628866,1.2577319587628866,6.7,Promedio
3,Main,GamingGear_2e-eu,DeadlyBrother,8,1,7,12.5,2.63,3.63,2.13,1.31,206.13,6.95,9.0,304,0.0,,0.5673420738974969,,,1.3112947658402203,1.3112947658402203,9.0,Promedio
3,Main,GamingGear_2e-eu,Inspirro,8,1,7,12.5,0.63,5.13,4.25,0.95,20.5,0.69,5.5,186,0.0,,0.4875124875124875,,,0.9512670565302144,0.9512670565302144,5.5,Bajo
3,Main,GamingGear_2e-eu,Mazzerin,8,1,7,12.5,1.75,3.0,2.38,1.38,218.25,7.36,8.9,300,0.0,,0.5792426367461431,,,1.3766666666666667,1.3766666666666667,8.9,Promedio
3,Main,GamingGear_2e-eu,Nbs,8,1,7,12.5,1.13,3.88,1.38,0.65,185.38,6.25,8.0,269,0.0,,0.39280125195618154,,,0.6469072164948453,0.6469072164948453,8.0,Bajo
3,Main,Lemondogs,Dexter,8,3,5,37.5,3.5,2.63,4.88,3.19,119.25,3.47,8.8,258,0.0,,0.7611262488646684,,,3.1863117870722433,9.55893536121673,8.8,Élite
3,Main,Lemondogs,Mithy,8,3,5,37.5,0.63,2.88,5.75,2.22,22.25,0.65,6.6,191,0.0,,0.6889848812095033,,,2.2152777777777777,6.645833333333333,6.6,Élite
3,Main,Lemondogs,Nukeduck,8,3,5,37.5,3.88,2.88,3.88,2.7,259.5,7.55,11.8,342,0.0,,0.7293233082706766,,,2.6944444444444446,8.083333333333334,11.8,Élite
3,Main,Lemondogs,Tabzz,8,3,5,37.5,2.63,1.88,4.75,3.93,271.38,7.9,11.7,341,0.0,,0.796976241900648,,,3.925531914893617,11.77659574468085,11.7,Élite
3,Main,Lemondogs,Zorozero,8,3,5,37.5,2.25,2.25,6.0,3.67,219.63,6.39,10.5,306,0.0,,0.7857142857142857,,,3.6666666666666665,11.0,10.5,Élite
3,Main,Mineski,Exo,8,0,8,0.0,2.75,4.63,3.63,1.38,182.25,6.64,8.2,299,0.0,,0.5794732061762035,,,1.3779697624190066,0.0,8.2,
3,Main,Mineski,Kaigu,8,0,8,0.0,1.63,4.5,4.88,1.44,108.88,3.97,6.7,243,0.0,,0.5912806539509536,,,1.4466666666666665,0.0,6.7,
3,Main,Mineski,Snoy,8,0,8,0.0,2.0,4.5,3.0,1.11,153.5,5.6,7.3,267,0.0,,0.5263157894736842,,,1.1111111111111112,0.0,7.3,
3,Main,Mineski,Tgee,8,0,8,0.0,0.63,5.75,5.63,1.09,16.63,0.61,4.8,177,0.0,,0.5212323064113239,,,1.088695652173913,0.0,4.8,
3,Main,Mineski,Yume,8,0,8,0.0,1.88,4.88,3.25,1.05,187.5,6.83,7.9,287,0.0,,0.5124875124875125,,,1.0512295081967213,0.0,7.9,
3,Main,NaJin_Black_Sword,Cain,8,4,4,50.0,1.13,3.75,7.38,2.27,18.63,0.54,7.0,205,0.0,,0.6941272430668842,,,2.2693333333333334,9.077333333333334,7.0,Élite
